interval_start_time,CAISO_system_load,temp_forecast_dayahead_bakersfield,temp_forecast_dayahead_los_angeles,temp_forecast_dayahead_san_francisco,dewpoint_forecast_dayahead_bakersfield,dewpoint_forecast_dayahead_los_angeles,dewpoint_forecast_dayahead_san_francisco
2021-12-04 01:00:00-08:00,21007,53,54,51,41,51,47
2021-12-04 02:00:00-08:00,20743,52.3,53.7,50.7,39.7,50.3,47
2021-12-04 03:00:00-08:00,20489,51.7,53.3,50.3,38.3,49.7,47
2021-12-04 04:00:00-08:00,20520,51,53,50,37,49,47
2021-12-04 05:00:00-08:00,21106,50.3,53,49.7,37.7,49.3,47
2021-12-04 06:00:00-08:00,21905,49.7,53,49.3,38.3,49.7,47
2021-12-04 07:00:00-08:00,22422,49,53,49,39,50,47
2021-12-04 08:00:00-08:00,23231,52.3,54.3,49.7,40.3,50.3,46.7
2021-12-04 09:00:00-08:00,23561,55.7,55.7,50.3,41.7,50.7,46.3
2021-12-04 10:00:00-08:00,23122,59,57,51,43,51,46
2021-12-04 11:00:00-08:00,22563,61.7,58,52,43,50.7,46.3
2021-12-04 12:00:00-08:00,22048,64.3,59,53,43,50.3,46.7
2021-12-04 13:00:00-08:00,22084,67,60,54,43,50,47
2021-12-04 14:00:00-08:00,22351,67.3,59.3,53.7,45,50.7,47.7
2021-12-04 15:00:00-08:00,23170,67.7,58.7,53.3,47,51.3,48.3
2021-12-04 16:00:00-08:00,24982,65,58,54,49,52,49
2021-12-04 17:00:00-08:00,26459,62.3,57.3,53,48.3,52,49.3
2021-12-04 18:00:00-08:00,26330,59.7,56.7,52,47.7,52,49.7
2021-12-04 19:00:00-08:00,25945,57,56,51,47,52,50
2021-12-04 20:00:00-08:00,25453,56.3,56,50.7,46,51.7,49.3
2021-12-04 21:00:00-08:00,24625,55.7,56,50.3,45,51.3,48.7
2021-12-04 22:00:00-08:00,23357,55,56,50,44,51,48
2021-12-04 23:00:00-08:00,22147,53.7,55.7,50,43.7,50.7,47.7
2021-12-05 00:00:00-08:00,21353,52.3,55.3,50,43.3,50.3,47.3
2021-12-05 01:00:00-08:00,20783,51,55,50,43,50,47
2021-12-05 02:00:00-08:00,20213,50,54.3,49.3,42.7,50,47.3
2021-12-05 03:00:00-08:00,20006,49,53.7,48.7,42.3,50,47.7
2021-12-05 04:00:00-08:00,19997,48,53,48,42,50,48
2021-12-05 05:00:00-08:00,20132,47.7,52.7,48.3,41.7,50,47.7
2021-12-05 06:00:00-08:00,20756,47.3,52.3,48.7,41.3,50,47.3
2021-12-05 07:00:00-08:00,21280,47,52,49,41,50,47
2021-12-05 08:00:00-08:00,22029,49.3,54,50,43.7,50.3,47.3
2021-12-05 09:00:00-08:00,22592,51.7,56,51,46.3,50.7,47.7
2021-12-05 10:00:00-08:00,22554,54,58,52,49,51,48
2021-12-05 11:00:00-08:00,22124,56.3,59.3,53,49,51,48
2021-12-05 12:00:00-08:00,21880,58.7,60.7,54,49,51,48
2021-12-05 13:00:00-08:00,21874,61,62,55,49,51,48
2021-12-05 14:00:00-08:00,22058,61.3,61,54.7,48.3,51.7,48.3
2021-12-05 15:00:00-08:00,22796,61.7,60,54.3,47.7,52.3,48.7
2021-12-05 16:00:00-08:00,24693,60,59,54,47,53,49
2021-12-05 17:00:00-08:00,26632,58,58.3,53,46.3,53.3,48.7
2021-12-05 18:00:00-08:00,26740,56,57.7,52,45.7,53.7,48.3
2021-12-05 19:00:00-08:00,26414,54,57,51,45,54,48
2021-12-05 20:00:00-08:00,25742,53.7,56.7,51,44.7,53.7,48.7
2021-12-05 21:00:00-08:00,24728,53.3,56.3,51,44.3,53.3,49.3
2021-12-05 22:00:00-08:00,23278,53,56,51,44,53,50
2021-12-05 23:00:00-08:00,21868,52,55.7,51,43.7,52.3,49.3
2021-12-06 00:00:00-08:00,21041,51,55.3,51,43.3,51.7,48.7
2021-12-06 01:00:00-08:00,20350,50,55,51,43,51,48
2021-12-06 02:00:00-08:00,20132,49,54.7,50.3,43,51,47.7
2021-12-06 03:00:00-08:00,20169,48,54.3,49.7,43,51,47.3
2021-12-06 04:00:00-08:00,20964,47,54,49,43,51,47
2021-12-06 05:00:00-08:00,22543,46,54,49.3,41.7,50.3,46.7
2021-12-06 06:00:00-08:00,24616,45,54,49.7,40.3,49.7,46.3
2021-12-06 07:00:00-08:00,25839,44,54,50,39,49,46
2021-12-06 08:00:00-08:00,26167,45.7,56,51.3,40.7,49.3,46.3
2021-12-06 09:00:00-08:00,26319,47.3,58,52.7,42.3,49.7,46.7
2021-12-06 10:00:00-08:00,26092,49,60,54,44,50,47
2021-12-06 11:00:00-08:00,25779,51.7,61,54.3,45.3,51,46.3
2021-12-06 12:00:00-08:00,25807,54.3,62,54.7,46.7,52,45.7
2021-12-06 13:00:00-08:00,26044,57,63,55,48,53,45
2021-12-06 14:00:00-08:00,26284,57.3,62,54.3,46.7,54,46.3
2021-12-06 15:00:00-08:00,26908,57.7,61,53.7,45.3,55,47.7
2021-12-06 16:00:00-08:00,28370,56,58,53,44,56,49
2021-12-06 17:00:00-08:00,29612,54,57.3,52.7,44.3,56,49.3
2021-12-06 18:00:00-08:00,29261,52,56.7,52.3,44.7,56,49.7
2021-12-06 19:00:00-08:00,28638,50,56,52,45,56,50
2021-12-06 20:00:00-08:00,27676,50,56.3,52,44,55,49.7
2021-12-06 21:00:00-08:00,26202,50,56.7,52,43,54,49.3
2021-12-06 22:00:00-08:00,24340,50,57,52,42,53,49
2021-12-06 23:00:00-08:00,22826,49.7,57,52,41.7,52.7,49.3
2021-12-07 00:00:00-08:00,21937,49.3,57,52,41.3,52.3,49.7
2021-12-07 01:00:00-08:00,21389,49,57,52,41,52,50
2021-12-07 02:00:00-08:00,21145,48.7,57,51.7,42.3,51.7,50
2021-12-07 03:00:00-08:00,20987,48.3,57,51.3,43.7,51.3,50
2021-12-07 04:00:00-08:00,21383,48,57,51,45,51,50
2021-12-07 05:00:00-08:00,22717,48,56.7,51,45,50.7,50
2021-12-07 06:00:00-08:00,24694,48,56.3,51,45,50.3,50
2021-12-07 07:00:00-08:00,26103,48,56,51,45,50,50
2021-12-07 08:00:00-08:00,26359,50.3,57.3,51.7,44.7,51,49.7
2021-12-07 09:00:00-08:00,26455,52.7,58.7,52.3,44.3,52,49.3
2021-12-07 10:00:00-08:00,26437,55,60,53,44,53,49
2021-12-07 11:00:00-08:00,26194,56.7,61,54,44.3,52.3,49
2021-12-07 12:00:00-08:00,25624,58.3,62,55,44.7,51.7,49
2021-12-07 13:00:00-08:00,25165,60,63,56,45,51,49
2021-12-07 14:00:00-08:00,25030,60.3,62.3,56.3,45,51.7,49.3
2021-12-07 15:00:00-08:00,25862,60.7,61.7,56.7,45,52.3,49.7
2021-12-07 16:00:00-08:00,27465,57,60,56,45,53,50
2021-12-07 17:00:00-08:00,29002,55.3,59.7,55.7,44.7,53.3,50.3
2021-12-07 18:00:00-08:00,28813,53.7,59.3,55.3,44.3,53.7,50.7
2021-12-07 19:00:00-08:00,28269,52,59,55,44,54,51
2021-12-07 20:00:00-08:00,27493,52,59,54.7,44.3,53.7,51
2021-12-07 21:00:00-08:00,26274,52,59,54.3,44.7,53.3,51
2021-12-07 22:00:00-08:00,24524,52,59,54,45,53,51
2021-12-07 23:00:00-08:00,23094,51.7,58.7,53.7,45,53,51
2021-12-08 00:00:00-08:00,22092,51.3,58.3,53.3,45,53,51
2021-12-08 01:00:00-08:00,21588,51,58,53,45,53,51
2021-12-08 02:00:00-08:00,21482,50.3,57.3,52.3,44,52.3,51
2021-12-08 03:00:00-08:00,21488,49.7,56.7,51.7,43,51.7,51
2021-12-08 04:00:00-08:00,21812,49,56,51,42,51,51
2021-12-08 05:00:00-08:00,23377,49.3,55.7,51.7,42,50.7,50.7
2021-12-08 06:00:00-08:00,25357,49.7,55.3,52.3,42,50.3,50.3
2021-12-08 07:00:00-08:00,26326,50,55,53,42,50,50
2021-12-08 08:00:00-08:00,25934,52,57,54,42.3,50,49.7
2021-12-08 09:00:00-08:00,25551,54,59,55,42.7,50,49.3
2021-12-08 10:00:00-08:00,25347,56,61,56,43,50,49
2021-12-08 11:00:00-08:00,24784,58,61.7,56.3,43,50.3,49
2021-12-08 12:00:00-08:00,24764,60,62.3,56.7,43,50.7,49
2021-12-08 13:00:00-08:00,25121,62,63,57,43,51,49
2021-12-08 14:00:00-08:00,25558,62.3,62.7,57,44,52.3,49.3
2021-12-08 15:00:00-08:00,26215,62.7,62.3,57,45,53.7,49.7
2021-12-08 16:00:00-08:00,27883,62,61,56,46,55,50
2021-12-08 17:00:00-08:00,29290,59.7,60.7,56,45.7,55,50
2021-12-08 18:00:00-08:00,29103,57.3,60.3,56,45.3,55,50
2021-12-08 19:00:00-08:00,28575,55,60,56,45,55,50
2021-12-08 20:00:00-08:00,27678,54.7,60,56,44.7,55,49.7
2021-12-08 21:00:00-08:00,26310,54.3,60,56,44.3,55,49.3
2021-12-08 22:00:00-08:00,24640,54,60,56,44,55,49
2021-12-08 23:00:00-08:00,23351,53.7,59.7,55.3,43.7,54.7,48.7
2021-12-09 00:00:00-08:00,22909,53.3,59.3,54.7,43.3,54.3,48.3
2021-12-09 01:00:00-08:00,22462,53,59,54,43,54,48
2021-12-09 02:00:00-08:00,21677,52.7,58.3,53.3,43,53.3,47.3
2021-12-09 03:00:00-08:00,21351,52.3,57.7,52.7,43,52.7,46.7
2021-12-09 04:00:00-08:00,21671,52,57,52,43,52,46
2021-12-09 05:00:00-08:00,22764,50.7,57.3,52.3,43.7,52,45.7
2021-12-09 06:00:00-08:00,24689,49.3,57.7,52.7,44.3,52,45.3
2021-12-09 07:00:00-08:00,25969,48,58,53,45,52,45
2021-12-09 08:00:00-08:00,26440,48,58.7,53.7,45,52,44
2021-12-09 09:00:00-08:00,26357,48,59.3,54.3,45,52,43
2021-12-09 10:00:00-08:00,26294,48,60,55,45,52,42
2021-12-09 11:00:00-08:00,26213,49.3,60.7,55.7,45.3,52,41.3
2021-12-09 12:00:00-08:00,26003,50.7,61.3,56.3,45.7,52,40.7
2021-12-09 13:00:00-08:00,26147,52,62,57,46,52,40
2021-12-09 14:00:00-08:00,25820,52,61.7,57,46,50.7,40.3
2021-12-09 15:00:00-08:00,26414,52,61.3,57,46,49.3,40.7
2021-12-09 16:00:00-08:00,27820,50,59,53,46,48,41
2021-12-09 17:00:00-08:00,29333,49,58.3,52.3,46,47.7,41.7
2021-12-09 18:00:00-08:00,29226,48,57.7,51.7,46,47.3,42.3
2021-12-09 19:00:00-08:00,28693,47,57,51,46,47,43
2021-12-09 20:00:00-08:00,27874,47,56.3,50.7,45,45,42
2021-12-09 21:00:00-08:00,26665,47,55.7,50.3,44,43,41
2021-12-09 22:00:00-08:00,25010,47,55,50,43,41,40
2021-12-09 23:00:00-08:00,23628,46.3,54.3,49.7,42.7,40.3,39.7
2021-12-10 00:00:00-08:00,22826,45.7,53.7,49.3,42.3,39.7,39.3
2021-12-10 01:00:00-08:00,22286,45,53,49,42,39,39
2021-12-10 02:00:00-08:00,22055,44.7,52,48.3,43,38.3,38.7
2021-12-10 03:00:00-08:00,21984,44.3,51,47.7,44,37.7,38.3
2021-12-10 04:00:00-08:00,22307,44,50,47,45,37,38
2021-12-10 05:00:00-08:00,23713,43.3,49.7,47,44,37,38
2021-12-10 06:00:00-08:00,25624,42.7,49.3,47,43,37,38
2021-12-10 07:00:00-08:00,26508,42,49,47,42,37,38
2021-12-10 08:00:00-08:00,26032,44.3,52,48.3,42.3,39.3,37.7
2021-12-10 09:00:00-08:00,25045,46.7,55,49.7,42.7,41.7,37.3
2021-12-10 10:00:00-08:00,24418,49,58,51,43,44,37
2021-12-10 11:00:00-08:00,24431,51.3,59.3,51.7,42,43.3,36.7
2021-12-10 12:00:00-08:00,24353,53.7,60.7,52.3,41,42.7,36.3
2021-12-10 13:00:00-08:00,23914,56,62,53,40,42,36
2021-12-10 14:00:00-08:00,24079,56,61,53,40.3,43.3,36.3
2021-12-10 15:00:00-08:00,24974,56,60,53,40.7,44.7,36.7
2021-12-10 16:00:00-08:00,27098,56,58,53,41,46,37
2021-12-10 17:00:00-08:00,28964,53.7,57.7,52.3,40.3,46.3,37.7
2021-12-10 18:00:00-08:00,28925,51.3,57.3,51.7,39.7,46.7,38.3
2021-12-10 19:00:00-08:00,28499,49,57,51,39,47,39
2021-12-10 20:00:00-08:00,28007,48.3,56.7,50.7,39.3,46.3,39
2021-12-10 21:00:00-08:00,27045,47.7,56.3,50.3,39.7,45.7,39
2021-12-10 22:00:00-08:00,25567,47,56,50,40,45,39
2021-12-10 23:00:00-08:00,24134,46.3,55.3,49.3,39.7,43.7,38.7
2021-12-11 00:00:00-08:00,22970,45.7,54.7,48.7,39.3,42.3,38.3
2021-12-11 01:00:00-08:00,22194,45,54,48,39,41,38
2021-12-11 02:00:00-08:00,21782,44.3,53,47.3,38,40.3,37.3
2021-12-11 03:00:00-08:00,21688,43.7,52,46.7,37,39.7,36.7
2021-12-11 04:00:00-08:00,21873,43,51,46,36,39,36
2021-12-11 05:00:00-08:00,22532,42,51,46.3,35.7,36.3,36.3
2021-12-11 06:00:00-08:00,23507,41,51,46.7,35.3,33.7,36.7
2021-12-11 07:00:00-08:00,23653,40,51,47,35,31,37
2021-12-11 08:00:00-08:00,23308,42.7,54,48.3,35.3,30.7,37.7
2021-12-11 09:00:00-08:00,22871,45.3,57,49.7,35.7,30.3,38.3
2021-12-11 10:00:00-08:00,22225,48,60,51,36,30,39
2021-12-11 11:00:00-08:00,21564,50.7,61,52,36,30.7,39.3
2021-12-11 12:00:00-08:00,21382,53.3,62,53,36,31.3,39.7
2021-12-11 13:00:00-08:00,21652,56,63,54,36,32,40
2021-12-11 14:00:00-08:00,22120,56.7,62.3,54,37.3,33.3,40
2021-12-11 15:00:00-08:00,23031,57.3,61.7,54,38.7,34.7,40
2021-12-11 16:00:00-08:00,25179,57,62,53,40,36,40
2021-12-11 17:00:00-08:00,27094,54.3,60.7,52.7,39,38.3,41
2021-12-11 18:00:00-08:00,27220,51.7,59.3,52.3,38,40.7,42
2021-12-11 19:00:00-08:00,26939,49,58,52,37,43,43
2021-12-11 20:00:00-08:00,26405,48.3,57.3,52,37,42.7,43.3
2021-12-11 21:00:00-08:00,25683,47.7,56.7,52,37,42.3,43.7
2021-12-11 22:00:00-08:00,24501,47,56,52,37,42,44
2021-12-11 23:00:00-08:00,23187,46,55,51.7,36.7,40.7,44
2021-12-12 00:00:00-08:00,22168,45,54,51.3,36.3,39.3,44
2021-12-12 01:00:00-08:00,21565,44,53,51,36,38,44
2021-12-12 02:00:00-08:00,21354,43.3,52,50.7,35.7,36.7,43.3
2021-12-12 03:00:00-08:00,21247,42.7,51,50.3,35.3,35.3,42.7
2021-12-12 04:00:00-08:00,21282,42,50,50,35,34,42
2021-12-12 05:00:00-08:00,21648,41.7,50,50.3,33.7,34.3,42.7
2021-12-12 06:00:00-08:00,22361,41.3,50,50.7,32.3,34.7,43.3
2021-12-12 07:00:00-08:00,22841,41,50,51,31,35,44
2021-12-12 08:00:00-08:00,23059,44.7,52.7,51.7,31.7,34.7,44.3
2021-12-12 09:00:00-08:00,22768,48.3,55.3,52.3,32.3,34.3,44.7
2021-12-12 10:00:00-08:00,22294,52,58,53,33,34,45
2021-12-12 11:00:00-08:00,22107,54.7,59,53,32.7,35.7,45.7
2021-12-12 12:00:00-08:00,22245,57.3,60,53,32.3,37.3,46.3
2021-12-12 13:00:00-08:00,22634,60,61,53,32,39,47
2021-12-12 14:00:00-08:00,23121,60,60.3,53,32.3,40.7,47.7
2021-12-12 15:00:00-08:00,24038,60,59.7,53,32.7,42.3,48.3
2021-12-12 16:00:00-08:00,26095,60,57,51,33,44,49
2021-12-12 17:00:00-08:00,27716,57.3,56.7,51.3,33,45,49.3
2021-12-12 18:00:00-08:00,27707,54.7,56.3,51.7,33,46,49.7
2021-12-12 19:00:00-08:00,27356,52,56,52,33,47,50
2021-12-12 20:00:00-08:00,26733,51.7,56,52,33.3,47.3,50.3
2021-12-12 21:00:00-08:00,25673,51.3,56,52,33.7,47.7,50.7
2021-12-12 22:00:00-08:00,24138,51,56,52,34,48,51
2021-12-12 23:00:00-08:00,22934,50.3,55.3,52,34,47.3,51
2021-12-13 00:00:00-08:00,22352,49.7,54.7,52,34,46.7,51
2021-12-13 01:00:00-08:00,21984,49,54,52,34,46,51
2021-12-13 02:00:00-08:00,21674,48.7,53.3,52,34,46,51
2021-12-13 03:00:00-08:00,21506,48.3,52.7,52,34,46,51
2021-12-13 04:00:00-08:00,22199,48,52,52,34,46,51
2021-12-13 05:00:00-08:00,23655,47.3,52,52.3,34,45.7,50.7
2021-12-13 06:00:00-08:00,25564,46.7,52,52.7,34,45.3,50.3
2021-12-13 07:00:00-08:00,27026,46,52,53,34,45,50
2021-12-13 08:00:00-08:00,27590,48.7,55,53.7,33.7,44.7,50.3
2021-12-13 09:00:00-08:00,27729,51.3,58,54.3,33.3,44.3,50.7
2021-12-13 10:00:00-08:00,27764,54,61,55,33,44,51
2021-12-13 11:00:00-08:00,27842,56.3,62,55,33.3,44.7,51
2021-12-13 12:00:00-08:00,27942,58.7,63,55,33.7,45.3,51
2021-12-13 13:00:00-08:00,28038,61,64,55,34,46,51
2021-12-13 14:00:00-08:00,28175,60.7,63.7,54.7,35.3,47,50.7
2021-12-13 15:00:00-08:00,28590,60.3,63.3,54.3,36.7,48,50.3
2021-12-13 16:00:00-08:00,29709,60,58,50,38,49,50
2021-12-13 17:00:00-08:00,30632,58.7,58,49.7,38.3,49.7,49.7
2021-12-13 18:00:00-08:00,30414,57.3,58,49.3,38.7,50.3,49.3
2021-12-13 19:00:00-08:00,29792,56,58,49,39,51,49
2021-12-13 20:00:00-08:00,28865,56.7,58.3,48.7,39,50,48
2021-12-13 21:00:00-08:00,27400,57.3,58.7,48.3,39,49,47
2021-12-13 22:00:00-08:00,25576,58,59,48,39,48,46
2021-12-13 23:00:00-08:00,24254,58.7,58.7,47.7,39.3,48,45.7
2021-12-14 00:00:00-08:00,23143,59.3,58.3,47.3,39.7,48,45.3
2021-12-14 01:00:00-08:00,22720,60,58,47,40,48,45
2021-12-14 02:00:00-08:00,22339,60,56.7,46.3,40.3,49.7,43.7
2021-12-14 03:00:00-08:00,22088,60,55.3,45.7,40.7,51.3,42.3
2021-12-14 04:00:00-08:00,22309,60,54,45,41,53,41
2021-12-14 05:00:00-08:00,23649,57,55,45,41,54.7,40.7
2021-12-14 06:00:00-08:00,25901,54,56,45,41,56.3,40.3
2021-12-14 07:00:00-08:00,27535,51,57,45,41,58,40
2021-12-14 08:00:00-08:00,28208,48.3,57.7,45.3,42.7,56.7,40
2021-12-14 09:00:00-08:00,28328,45.7,58.3,45.7,44.3,55.3,40
2021-12-14 10:00:00-08:00,27996,43,59,46,46,54,40
2021-12-14 11:00:00-08:00,27688,43.7,58.3,46.3,46,53,39.3
2021-12-14 12:00:00-08:00,27788,44.3,57.7,46.7,46,52,38.7
2021-12-14 13:00:00-08:00,27693,45,57,47,46,51,38
2021-12-14 14:00:00-08:00,27588,44,55.7,47,44,47.3,38
2021-12-14 15:00:00-08:00,27945,43,54.3,47,42,43.7,38
2021-12-14 16:00:00-08:00,29433,45,55,50,40,40,38
2021-12-14 17:00:00-08:00,31256,44.3,54,49.7,40.3,40,38.7
2021-12-14 18:00:00-08:00,31174,43.7,53,49.3,40.7,40,39.3
2021-12-14 19:00:00-08:00,30711,43,52,49,41,40,40
2021-12-14 20:00:00-08:00,29884,42,51.3,48.3,40.7,38.3,39.3
2021-12-14 21:00:00-08:00,28414,41,50.7,47.7,40.3,36.7,38.7
2021-12-14 22:00:00-08:00,26455,40,50,47,40,35,38
2021-12-14 23:00:00-08:00,24803,39.3,49.3,46.7,39.7,34,38.3
2021-12-15 00:00:00-08:00,23771,38.7,48.7,46.3,39.3,33,38.7
2021-12-15 01:00:00-08:00,23230,38,48,46,39,32,39
2021-12-15 02:00:00-08:00,22891,38,47,45.3,38.3,32.7,39.7
2021-12-15 03:00:00-08:00,22873,38,46,44.7,37.7,33.3,40.3
2021-12-15 04:00:00-08:00,23496,38,45,44,37,34,41
2021-12-15 05:00:00-08:00,25068,37.3,45.3,44.3,35.7,32.7,41
2021-12-15 06:00:00-08:00,27247,36.7,45.7,44.7,34.3,31.3,41
2021-12-15 07:00:00-08:00,28106,36,46,45,33,30,41
2021-12-15 08:00:00-08:00,27459,39,49.3,46.7,34,31.3,42
2021-12-15 09:00:00-08:00,26172,42,52.7,48.3,35,32.7,43
2021-12-15 10:00:00-08:00,25379,45,56,50,36,34,44
2021-12-15 11:00:00-08:00,25277,47.3,58,50.7,34.7,33.3,44.3
2021-12-15 12:00:00-08:00,25540,49.7,60,51.3,33.3,32.7,44.7
2021-12-15 13:00:00-08:00,25928,52,62,52,32,32,45
2021-12-15 14:00:00-08:00,26480,52,61,52,33,34,44.7
2021-12-15 15:00:00-08:00,27475,52,60,52,34,36,44.3
2021-12-15 16:00:00-08:00,29323,53,55,51,35,38,44
2021-12-15 17:00:00-08:00,31158,50,54.7,51,35,38.3,45
2021-12-15 18:00:00-08:00,31089,47,54.3,51,35,38.7,46
2021-12-15 19:00:00-08:00,30664,44,54,51,35,39,47
2021-12-15 20:00:00-08:00,29904,42.7,54,51,35.7,37.3,47
2021-12-15 21:00:00-08:00,28595,41.3,54,51,36.3,35.7,47
2021-12-15 22:00:00-08:00,26773,40,54,51,37,34,47
2021-12-15 23:00:00-08:00,25106,40,53,50.7,36.7,33.3,47
2021-12-16 00:00:00-08:00,24067,40,52,50.3,36.3,32.7,47
2021-12-16 01:00:00-08:00,23288,40,51,50,36,32,47
2021-12-16 02:00:00-08:00,22818,40,50,49.7,35.7,33.7,47.7
2021-12-16 03:00:00-08:00,22943,40,49,49.3,35.3,35.3,48.3
2021-12-16 04:00:00-08:00,23453,40,48,49,35,37,49
2021-12-16 05:00:00-08:00,25019,39.7,48,49.3,35.7,37.3,48.3
2021-12-16 06:00:00-08:00,27040,39.3,48,49.7,36.3,37.7,47.7
2021-12-16 07:00:00-08:00,27925,39,48,50,37,38,47
2021-12-16 08:00:00-08:00,27569,41,50.3,51,35.7,39.3,46.7
2021-12-16 09:00:00-08:00,26888,43,52.7,52,34.3,40.7,46.3
2021-12-16 10:00:00-08:00,26042,45,55,53,33,42,46
2021-12-16 11:00:00-08:00,25524,46.7,56.3,53.3,34.7,43.7,45.7
2021-12-16 12:00:00-08:00,25832,48.3,57.7,53.7,36.3,45.3,45.3
2021-12-16 13:00:00-08:00,26481,50,59,54,38,47,45
2021-12-16 14:00:00-08:00,26509,50.3,58.3,54,40.7,47.7,45.3
2021-12-16 15:00:00-08:00,27166,50.7,57.7,54,43.3,48.3,45.7
2021-12-16 16:00:00-08:00,29022,50,57,54,46,49,46
2021-12-16 17:00:00-08:00,30471,48.7,56.7,53.3,46.7,49.7,46
2021-12-16 18:00:00-08:00,30367,47.3,56.3,52.7,47.3,50.3,46
2021-12-16 19:00:00-08:00,29750,46,56,52,48,51,46
2021-12-16 20:00:00-08:00,29039,46,55.7,51.3,47.7,50.7,45.3
2021-12-16 21:00:00-08:00,27942,46,55.3,50.7,47.3,50.3,44.7
2021-12-16 22:00:00-08:00,26228,46,55,50,47,50,44
2021-12-16 23:00:00-08:00,24645,45.3,54.3,49.7,46.7,49.3,43.7
2021-12-17 00:00:00-08:00,23651,44.7,53.7,49.3,46.3,48.7,43.3
2021-12-17 01:00:00-08:00,22910,44,53,49,46,48,43
2021-12-17 02:00:00-08:00,22662,43.3,52,48,45.3,47,42.3
2021-12-17 03:00:00-08:00,22663,42.7,51,47,44.7,46,41.7
2021-12-17 04:00:00-08:00,23202,42,50,46,44,45,41
2021-12-17 05:00:00-08:00,24724,41.7,50,46,43.3,44.3,40.7
2021-12-17 06:00:00-08:00,26827,41.3,50,46,42.7,43.7,40.3
2021-12-17 07:00:00-08:00,27685,41,50,46,42,43,40
2021-12-17 08:00:00-08:00,27246,42.3,52.3,46.3,43,42.3,39.7
2021-12-17 09:00:00-08:00,26499,43.7,54.7,46.7,44,41.7,39.3
2021-12-17 10:00:00-08:00,25738,45,57,47,45,41,39
2021-12-17 11:00:00-08:00,25334,47,58.3,48,45.3,40.7,39
2021-12-17 12:00:00-08:00,25130,49,59.7,49,45.7,40.3,39
2021-12-17 13:00:00-08:00,24944,51,61,50,46,40,39
2021-12-17 14:00:00-08:00,25020,51.3,60.7,49.7,45.3,40.7,40
2021-12-17 15:00:00-08:00,26023,51.7,60.3,49.3,44.7,41.3,41
2021-12-17 16:00:00-08:00,27836,52,59,49,44,42,42
2021-12-17 17:00:00-08:00,29574,50.3,58.3,48,43.3,42,42.3
2021-12-17 18:00:00-08:00,29476,48.7,57.7,47,42.7,42,42.7
2021-12-17 19:00:00-08:00,28955,47,57,46,42,42,43
2021-12-17 20:00:00-08:00,28427,46.3,56,46,42,40,42.7
2021-12-17 21:00:00-08:00,27531,45.7,55,46,42,38,42.3
2021-12-17 22:00:00-08:00,26138,45,54,46,42,36,42
2021-12-17 23:00:00-08:00,24774,44,53.7,46,41.7,35,41
2021-12-18 00:00:00-08:00,24096,43,53.3,46,41.3,34,40
2021-12-18 01:00:00-08:00,23444,42,53,46,41,33,39
2021-12-18 02:00:00-08:00,22952,41.7,51.7,45.7,40.3,33.3,39.3
2021-12-18 03:00:00-08:00,22807,41.3,50.3,45.3,39.7,33.7,39.7
2021-12-18 04:00:00-08:00,23034,41,49,45,39,34,40
2021-12-18 05:00:00-08:00,23795,39.7,48.7,44.7,38.3,32.7,39.7
2021-12-18 06:00:00-08:00,24809,38.3,48.3,44.3,37.7,31.3,39.3
2021-12-18 07:00:00-08:00,25368,37,48,44,37,30,39
2021-12-18 08:00:00-08:00,25246,38,50.7,44.7,39.3,30.3,39
2021-12-18 09:00:00-08:00,24406,39,53.3,45.3,41.7,30.7,39
2021-12-18 10:00:00-08:00,23471,40,56,46,44,31,39
2021-12-18 11:00:00-08:00,22960,42.3,57.7,47,45,32,39
2021-12-18 12:00:00-08:00,22717,44.7,59.3,48,46,33,39
2021-12-18 13:00:00-08:00,23058,47,61,49,47,34,39
2021-12-18 14:00:00-08:00,23358,47.3,59.7,48.7,45,36.7,40.3
2021-12-18 15:00:00-08:00,24312,47.7,58.3,48.3,43,39.3,41.7
2021-12-18 16:00:00-08:00,26557,50,59,48,41,42,43
2021-12-18 17:00:00-08:00,28651,48.3,57.7,47.7,41.3,43.3,43
2021-12-18 18:00:00-08:00,28744,46.7,56.3,47.3,41.7,44.7,43
2021-12-18 19:00:00-08:00,28445,45,55,47,42,46,43
2021-12-18 20:00:00-08:00,28090,45,54.3,46.7,41.3,44,42
2021-12-18 21:00:00-08:00,27428,45,53.7,46.3,40.7,42,41
2021-12-18 22:00:00-08:00,26123,45,53,46,40,40,40
2021-12-18 23:00:00-08:00,24775,44.3,52.3,46,39.3,38.7,39.7
2021-12-19 00:00:00-08:00,23721,43.7,51.7,46,38.7,37.3,39.3
2021-12-19 01:00:00-08:00,23041,43,51,46,38,36,39
2021-12-19 02:00:00-08:00,22751,42.3,50.3,45.7,36.7,35,39.3
2021-12-19 03:00:00-08:00,22617,41.7,49.7,45.3,35.3,34,39.7
2021-12-19 04:00:00-08:00,22734,41,49,45,34,33,40
2021-12-19 05:00:00-08:00,23196,40.3,48.7,45,34.3,33.3,40
2021-12-19 06:00:00-08:00,23911,39.7,48.3,45,34.7,33.7,40
2021-12-19 07:00:00-08:00,24328,39,48,45,35,34,40
2021-12-19 08:00:00-08:00,24290,41.3,50.3,46.3,37,34,40.7
2021-12-19 09:00:00-08:00,23919,43.7,52.7,47.7,39,34,41.3
2021-12-19 10:00:00-08:00,23327,46,55,49,41,34,42
